#   COLUMN 1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13                       14                       15                       16                       17                       18                       19                       20                       21
#   TIMESTEP                     TIME                  Mass H1                 Mass He3                 Mass He4                 Mass C12                 Mass N14                 Mass O16                Mass Ne20                Mass Mg24                Mass Si28                 Mass S32                Mass Ar36                Mass Ca40                Mass Ti44                Mass Cr48                Mass Fe52                Mass Fe54                Mass Ni56                   Mass n                   Mass p
         149       0.0000000420600808   4.2958015195543142e-33   5.6675633710062870e-33   3.5652677261959273e-25   3.1180380435524250e-23   7.0684986797423869e-33   7.0297797695164827e-24   2.5911753689793402e-25   2.7683253303140950e-25   8.2596129892473350e-24   4.9971418803255267e-24   2.6685293549401357e-24   1.4097502127690491e-24   3.0382607003227279e-26   6.6003276051235712e-27   1.9549275891508467e-27   1.0155052478991954e-27   7.3551718038339496e-32   2.0804302157094733e-31   3.7819138337483216e-29
         150       0.0000000423651047   4.2872002625980110e-33   5.6689275293631521e-33   3.5744967719696473e-25   3.1131403502208119e-23   7.0860180780489731e-33   7.0451776015488515e-24   2.5817437369302231e-25   2.7651978354424654e-25   8.2898981808636137e-24   5.0096696450339004e-24   2.6716191369529124e-24   1.4117742582941849e-24   3.0411490664725256e-26   6.6017915710797930e-27   1.9744361380923643e-27   1.0668946685502674e-27   7.5037112042084031e-32   2.2513703170941998e-31   3.9739544171037937e-29
         151       0.0000000426720216   4.2785500596695591e-33   5.6703001731271062e-33   3.5832489297384108e-25   3.1082226462358870e-23   7.1036546443083854e-33   7.0606175982954952e-24   2.5721754719030372e-25   2.7613445437810486e-25   8.3203381541625377e-24   5.0221587569136593e-24   2.6748861899251218e-24   1.4138772927394483e-24   3.0446027638545278e-26   6.6044915071804208e-27   1.9926244826411385e-27   1.1197782231464312e-27   7.8777934630064615e-32   2.3518974257808169e-31   4.1708246999245226e-29
         152       0.0000000429804918   4.2698709370507570e-33   5.6716797819933079e-33   3.5913518887645245e-25   3.1032884714976335e-23   7.1213086597253727e-33   7.0760828414002362e-24   2.5627559063217493e-25   2.7567903337581362e-25   8.3508080603221051e-24   5.0346424560360339e-24   2.6783135029091838e-24   1.4161197376168245e-24   3.0486288599568611e-26   6.6099276247053166e-27   2.0107421581784251e-27   1.1716288548035096e-27   8.5661828497574432e-32   2.3805521502319712e-31   4.3631506183599484e-29
         153       0.0000000432910500   4.2611333673651982e-33   5.6730687468021618e-33   3.5987975626461514e-25   3.0983319885016695e-23   7.1391073473840868e-33   7.0915924969161852e-24   2.5535302941028015e-25   2.7514637774915709e-25   8.3813354735870967e-24   5.0471622061124340e-24   2.6818866712314969e-24   1.4185148642288015e-24   3.0532337154112666e-26   6.6182951841808179e-27   2.0289560044741635e-27   1.2215236935832115e-27   9.4159219790515133e-32   2.3676550357132399e-31   4.5478173410455016e-29
         154       0.0000000436039357   4.2523688064417589e-33   5.6744681395535049e-33   3.6057242836454538e-25   3.0933477346885507e-23   7.1567945481559004e-33   7.1071509352090547e-24   2.5448122052487329e-25   2.7454088789351346e-25   8.4119321800115734e-24   5.0597631042001293e-24   2.6855774308516481e-24   1.4210483653068398e-24   3.0581842783732462e-26   6.6293013331776288e-27   2.0472710679071724e-27   1.2695200562512513e-27   1.0290158709190473e-31   2.3368744566867307e-31   4.7252738360391157e-29
         155       0.0000000439189112   4.2435455790241776e-33   5.6758768966478344e-33   3.6122560504202737e-25   3.0883407966780464e-23   7.1746230889785738e-33   7.1227479184924248e-24   2.5365640951757109e-25   2.7385471917841245e-25   8.4425850191677600e-24   5.0724701470017172e-24   2.6893495249523706e-24   1.4236941434412763e-24   3.0633288783156765e-26   6.6424608386101992e-27   2.0656527806284984e-27   1.3157332406981300e-27   1.1188837430832697e-31   2.3012067997745366e-31   4.8960770964353035e-29
         156       0.0000000442358291   4.2346704286612224e-33   5.6772943570402137e-33   3.6186287112316801e-25   3.0833068398491350e-23   7.1925316416739712e-33   7.1384637426824864e-24   2.5280154300978334e-25   2.7305934154503155e-25   8.4733280298775820e-24   5.0853260342531044e-24   2.6931849096733683e-24   1.4264325656832832e-24   3.0686134199218038e-26   6.6573915294000465e-27   2.0841393507119568e-27   1.3602081927386652e-27   1.2129305106805449e-31   2.2645121661795891e-31   5.0604321892294874e-29
         157       0.0000000445544855   4.2257840778710792e-33   5.6787196112893147e-33   3.6239356364727845e-25   3.0783064592478347e-23   7.2102275165326378e-33   7.1543346205664477e-24   2.5141966093465622e-25   2.7206294537900847e-25   8.5041586092695477e-24   5.0983894418556222e-24   2.6970727352475638e-24   1.4292467869544117e-24   3.0740057469660875e-26   6.6737616037867907e-27   2.1027379063275666e-27   1.4030434145499590e-27   1.3092392586379121e-31   2.2295941748787329e-31   5.2187319734930700e-29
         158       0.0000000448744877   4.2168743116387594e-33   5.6801509151343985e-33   3.6278460392693875e-25   3.0734007328673830e-23   7.2280805573438828e-33   7.1698951983581328e-24   2.5010420623951062e-25   2.7070785561117895e-25   8.5345938426774979e-24   5.1116185047890313e-24   2.7009889463378412e-24   1.4321198201762741e-24   3.0794796145437181e-26   6.6912731359625777e-27   2.1214224631811945e-27   1.4443520627057400e-27   1.4060324221438474e-31   2.1978886131101767e-31   5.3714099055265774e-29
         159       0.0000000451960152   4.2079785238031414e-33   5.6815890746877067e-33   3.6321014701138311e-25   3.0684987903371826e-23   7.2458975562138049e-33   7.1849335226039288e-24   2.4986717631960459e-25   2.6936355538677379e-25   8.5643434242146763e-24   5.1249178268123040e-24   2.7049042374624781e-24   1.4350401283236996e-24   3.0850239136484241e-26   6.7097121611178658e-27   2.1401970329285091e-27   1.4843188700049831e-27   1.5032440912078956e-31   2.1698419920941759e-31   5.5191546459907904e-29
         160       0.0000000455155226   4.1991255297615333e-33   5.6830182308053916e-33   3.6371082139971940e-25   3.0636021299894469e-23   7.2638935417717609e-33   7.1993541251848469e-24   2.5069913099143277e-25   2.6846150074062952e-25   8.5932201901648835e-24   5.1380511157974481e-24   2.7087433283757608e-24   1.4379618611114478e-24   3.0905605200289416e-26   6.7286889951820955e-27   2.1588541974120586e-27   1.5226678900224450e-27   1.5996433155072704e-31   2.1455877847545237e-31   5.6609455058790362e-29
         161       0.0000000458379267   4.1902037009015826e-33   5.6844603720731505e-33   3.6429379625966600e-25   3.0586194253173464e-23   7.2820684244893380e-33   7.2136234136696162e-24   2.5215188213252186e-25   2.6808967059743969e-25   8.6220132015050037e-24   5.1511835243075664e-24   2.7125459151099208e-24   1.4409167525561028e-24   3.0961509747249771e-26   6.7483470498524202e-27   2.1776887339341204e-27   1.5601376227719527e-27   1.6963452049169879e-31   2.1246210851330906e-31   5.7995126212831318e-29
         162       0.0000000461629705   4.1812451757230018e-33   5.6859143460364659e-33   3.6492367222859794e-25   3.0535774184054953e-23   7.3001717520038822e-33   7.2279909070647777e-24   2.5358240215959224e-25   2.6815079451556962e-25   8.6509940977524759e-24   5.1643085187792986e-24   2.7163073168685444e-24   1.4438915614963055e-24   3.1017686555153067e-26   6.7685584103448796e-27   2.1966962458221182e-27   1.5968061254067272e-27   1.7929962178461196e-31   2.1069385865926887e-31   5.9351450597087117e-29
         163       0.0000000464889539   4.1722298124603072e-33   5.6873725445825510e-33   3.6557689672889279e-25   3.0485238973260827e-23   7.3185587737217167e-33   7.2425288056333006e-24   2.5465719377596529e-25   2.6842653474608012e-25   8.6801837057328897e-24   5.1773849791211331e-24   2.7200187738365910e-24   1.4468628199749023e-24   3.1073647105015887e-26   6.7891232264128431e-27   2.2157850475682515e-27   1.6325946135023348e-27   1.8882861232095722e-31   2.0926558916395126e-31   6.0675521830456554e-29
         164       0.0000000468160045   4.1632497668889121e-33   5.6888355358957040e-33   3.6625845367063703e-25   3.0434614461658289e-23   7.3365786867487092e-33   7.2572390513566472e-24   2.5544206975583651e-25   2.6876033030602231e-25   8.7096101476245246e-24   5.1904407430212031e-24   2.7236926958378138e-24   1.4498261286462611e-24   3.1129232086566671e-26   6.8099720945892631e-27   2.2349678756730064e-27   1.6676314027316760e-27   1.9811992613598510e-31   2.0816443783652866e-31   6.1972079483055395e-29
         165       0.0000000471442894   4.1542157665184749e-33   5.6903040662016671e-33   3.6696691830397219e-25   3.0383886787993345e-23   7.3548597012309042e-33   7.2720253546097865e-24   2.5614163860104815e-25   2.6910588768983378e-25   8.7392153433072416e-24   5.2034891201464315e-24   2.7273379479131732e-24   1.4527784502226087e-24   3.1184292086562008e-26   6.8310499856783395e-27   2.2542574974210595e-27   1.7020403688392312e-27   2.0713554997604972e-31   2.0738016675388657e-31   6.3245701307469123e-29
         166       0.0000000474733847   4.1451929061789354e-33   5.6917762371532025e-33   3.6772722166917859e-25   3.0332889324117634e-23   7.3729890581076854e-33   7.2868155722063651e-24   2.5699154445670609e-25   2.6951797057876401e-25   8.7689307649670153e-24   5.2165118091352686e-24   2.7309533475082423e-24   1.4557118846673611e-24   3.1238616235204544e-26   6.8522701224566486e-27   2.2736330933415699e-27   1.7358653266663509e-27   2.1594462813858762e-31   2.0688918584994976e-31   6.4497986485605001e-29
         167       0.0000000478034332   4.1361567341791514e-33   5.6932526850175338e-33   3.6852771089636729e-25   3.0281598045085186e-23   7.3911043060968409e-33   7.3016388978215665e-24   2.5790211793940332e-25   2.7003934478494969e-25   8.7988043475126115e-24   5.2295177015018882e-24   2.7345444875059087e-24   1.4586240380775330e-24   3.1292108832776616e-26   6.8735882967939143e-27   2.2931078106005279e-27   1.7691992711843493e-27   2.2459285605744512e-31   2.0667567989677577e-31   6.5732363460408808e-29
         168       0.0000000481343374   4.1271155884894841e-33   5.6947329706225647e-33   3.6935835806171698e-25   3.0230073754815741e-23   7.4091486019615037e-33   7.3165306842079688e-24   2.5876300920534208e-25   2.7065165583358143e-25   8.8288709199794802e-24   5.2425121065387832e-24   2.7381135815985632e-24   1.4615107388790598e-24   3.1344640860643877e-26   6.8949480688608700e-27   2.3126772875469275e-27   1.8021090652696076e-27   2.3302995869069967e-31   2.0673903090533688e-31   6.6951308016733336e-29
         169       0.0000000484659322   4.1180316376941385e-33   5.6962163533975695e-33   3.7020970551200839e-25   3.0178380187398535e-23   7.4274010354465236e-33   7.3315216915613273e-24   2.5947684265380403e-25   2.7132784427818080e-25   8.8591575351498322e-24   5.2555019828174907e-24   2.7416628317547154e-24   1.4643676498793988e-24   3.1396106429000176e-26   6.9162904622128425e-27   2.3323305786166809e-27   1.8346529628882423e-27   2.4121525444188809e-31   2.0708037888561799e-31   6.8156978848922144e-29
         170       0.0000000487981704   4.1089625057487974e-33   5.6977026198836434e-33   3.7109217441920051e-25   3.0126468569988491e-23   7.4454582195841127e-33   7.3466285807767222e-24   2.6007689926029859e-25   2.7202483907181442e-25   8.8896830204849845e-24   5.2684987605551630e-24   2.7451945141098894e-24   1.4671915981323311e-24   3.1446428223689274e-26   6.9375657558422259e-27   2.3520631545562864e-27   1.8668969385298260e-27   2.4912120058973709e-31   2.0770137554602180e-31   6.9351821108303623e-29
         171       0.0000000491309086   4.0999001401014586e-33   5.6991911265036298e-33   3.7199762560837568e-25   3.0074410103488810e-23   7.4634027479649729e-33   7.3618284184077836e-24   2.6056627814541359e-25   2.7271252145231210e-25   8.9204269687253547e-24   5.2815071965302916e-24   2.7487087727676391e-24   1.4699784391689880e-24   3.1495515195966723e-26   6.9587183931067798e-27   2.3718650312096708e-27   1.8988980591716709e-27   2.5668711641645490e-31   2.0860717897755844e-31   7.0537953544745865e-29
         172       0.0000000494640789   4.0908164551822927e-33   5.7006815678320296e-33   3.7293265942320031e-25   3.0022148924225102e-23   7.4814376858622256e-33   7.3771000798203757e-24   2.6102158151056098e-25   2.7339145304016737e-25   8.9513795905249913e-24   5.2945312914807132e-24   2.7522052745689610e-24   1.4727244348831179e-24   3.1543308472032006e-26   6.9796977039432859e-27   2.3917337064007715e-27   1.9307104550993055e-27   2.6394129976218055e-31   2.0978868753852037e-31   7.1717371882005914e-29
         173       0.0000000497977624   4.0817425289147825e-33   5.7021743035277455e-33   3.7390322012241809e-25   2.9969597609042065e-23   7.4993188863541338e-33   7.3924455440712392e-24   2.6147866216213441e-25   2.7408743569530960e-25   8.9825543652426546e-24   5.3075795245737811e-24   2.7556861031141155e-24   1.4754271211159126e-24   3.1589789150311162e-26   7.0004646260854178e-27   2.4116798800235954e-27   1.9623927944604107e-27   2.7097891106580837e-31   2.1123356282695123e-31   7.2892236676029470e-29
         174       0.0000000501318211   4.0726870780701917e-33   5.7036687154140316e-33   3.7489608884826143e-25   2.9916851380428779e-23   7.5170141047200470e-33   7.4078698939066025e-24   2.6185973912279212e-25   2.7478648494906969e-25   9.0139486499913163e-24   5.3206538537230621e-24   2.7591539320696507e-24   1.4780828836491537e-24   3.1634891067006836e-26   7.0209705191066625e-27   2.4317049225413071e-27   1.9939836368523112e-27   2.7783178412450993e-31   2.1293983572021575e-31   7.4063974090951214e-29
         175       0.0000000504660625   4.0635787665594575e-33   5.7051639395646709e-33   3.7589680212057988e-25   2.9864025597135357e-23   7.5350509831389683e-33   7.4233732439669664e-24   2.6208854738864047e-25   2.7546921079598172e-25   9.0455452188324387e-24   5.3337569366603854e-24   2.7626127280853555e-24   1.4806881834716458e-24   3.1678488485869573e-26   7.0411630194753855e-27   2.4518101459696040e-27   2.0255245672354312e-27   2.8442968625275726e-31   2.1492365711338537e-31   7.5234140461417778e-29
         176       0.0000000508005308   4.0545213917579232e-33   5.7066601723510095e-33   3.7692246863711996e-25   2.9811005175101241e-23   7.5526920774253037e-33   7.4389754190882019e-24   2.6222867650322532e-25   2.7612104505073459e-25   9.0773593901040690e-24   5.3469015193399472e-24   2.7660674660341364e-24   1.4832412212769392e-24   3.1720477238754394e-26   7.0609959517937343e-27   2.4720117198291855e-27   2.0570898874956032e-27   2.9066379845414156e-31   2.1721630722302396e-31   7.6405518989335433e-29
         177       0.0000000511352134   4.0454224008257398e-33   5.7081573549947779e-33   3.7795983875732333e-25   2.9757903116202291e-23   7.5705886367559040e-33   7.4546494194407421e-24   2.6225368871021007e-25   2.7671153609781030e-25   9.1093821154366595e-24   5.3600913962778155e-24   2.7695115534441738e-24   1.4857374927869858e-24   3.1760755969139998e-26   7.0803955100336529e-27   2.4923149897350995e-27   2.0887509829166230e-27   2.9647431431545610e-31   2.1985878488853681e-31   7.7580794572945680e-29
         178       0.0000000514700584   4.0363768709547495e-33   5.7096552496601668e-33   3.7901416186654894e-25   2.9704788583663614e-23   7.5880981370313239e-33   7.4703962573972221e-24   2.6210193628700162e-25   2.7724243147934324e-25   9.1416589736994677e-24   5.3732981755791925e-24   2.7729196681990373e-24   1.4881671739843944e-24   3.1799409009775255e-26   7.0992416708520053e-27   2.5127108738365145e-27   2.1205740671327483e-27   3.0200593547507226e-31   2.2292201007304406e-31   7.8762490489045172e-29
         179       0.0000000518053236   4.0272523614794661e-33   5.7111550046259908e-33   3.8012576165598827e-25   2.9651483963302794e-23   7.6061129954687919e-33   7.4862055740100733e-24   2.6193604551053525e-25   2.7770386455781430e-25   9.1742363874415853e-24   5.3864907044215936e-24   2.7762917425923855e-24   1.4905216295479371e-24   3.1836710721405082e-26   7.1174061117712206e-27   2.5332015123631540e-27   2.1526709008382696e-27   3.0750843988377194e-31   2.2655985014809921e-31   7.9954899889932103e-29
         180       0.0000000521407705   4.0182141963009647e-33   5.7126555494616409e-33   3.8124823776666412e-25   2.9598221794414804e-23   7.6234985281535884e-33   7.5020571018298038e-24   2.6159314681016999e-25   2.7810458930505041e-25   9.2070672783384362e-24   5.3996523765214003e-24   2.7796677271597945e-24   1.4928012008969961e-24   3.1873364843608083e-26   7.1348055041498078e-27   2.5537356961173409e-27   2.1850670208360617e-27   3.1308368792287013e-31   2.3080095172926270e-31   8.1158997229784922e-29
         181       0.0000000524764465   4.0091210883923554e-33   5.7141570958704816e-33   3.8239696488605144e-25   2.9544839818513971e-23   7.6412657794520601e-33   7.5179410158876098e-24   2.6125753438411925e-25   2.7841897716295337e-25   9.2400676854280623e-24   5.4128056251993877e-24   2.7830934283350179e-24   1.4950209592273956e-24   3.1910243560218327e-26   7.1515265161408995e-27   2.5742652318812283e-27   2.2177361379839548e-27   3.1872736221780488e-31   2.3545203389671789e-31   8.2373615555730067e-29
         182       0.0000000528125020   4.0000489033684012e-33   5.7156603171303019e-33   3.8353147664564786e-25   2.9491437476413353e-23   7.6588373543429061e-33   7.5338475548336643e-24   2.6084765363558591e-25   2.7866615091234852e-25   9.2731673808774548e-24   5.4259979247679435e-24   2.7865955733142665e-24   1.4971969543618559e-24   3.1947403548340081e-26   7.1677001166319793e-27   2.5947605815758125e-27   2.2506769229326742e-27   3.2442148931506877e-31   2.4040083703955534e-31   8.3598593372982782e-29
         183       0.0000000531487591   3.9909848234589459e-33   5.7171644210844094e-33   3.8464920499799905e-25   2.9438025015392289e-23   7.6763602213906545e-33   7.5497685833862273e-24   2.6039521524396393e-25   2.7883518147217383e-25   9.3062991960865234e-24   5.4392654576780941e-24   2.7901728718746775e-24   1.4993333010912880e-24   3.1984520022162692e-26   7.1832878936887263e-27   2.6151523058399884e-27   2.2839265425703183e-27   3.3024663862748678e-31   2.4580154980935290e-31   8.4835461421631754e-29
         184       0.0000000534852803   3.9819115176325149e-33   5.7186696883272574e-33   3.8576438608810788e-25   2.9384478207053503e-23   7.6939298704308575e-33   7.5656911787771497e-24   2.6002218881670388e-25   2.7894993752706922e-25   9.3394157244032323e-24   5.4526186648017862e-24   2.7938300433192451e-24   1.5014416806596993e-24   3.2022110406013193e-26   7.1983541830000697e-27   2.6353813565772774e-27   2.3174940068792291e-27   3.3636899753743330e-31   2.5161062921632731e-31   8.6084509861725858e-29
         185       0.0000000538221574   3.9728283978453358e-33   5.7201765310090261e-33   3.8682650268501168e-25   2.9331014648494117e-23   7.7115461497529441e-33   7.5816187655296944e-24   2.5954208451298220e-25   2.7900107186730083e-25   9.3725046837506794e-24   5.4660586353983506e-24   2.7975826857173066e-24   1.5035467101560433e-24   3.2060566902993123e-26   7.2132041508246842e-27   2.6554333707579569e-27   2.3512591667410916e-27   3.4291870626917138e-31   2.5739040230408362e-31   8.7340851052947274e-29
         186       0.0000000541591549   3.9637876800350762e-33   5.7216838983956541e-33   3.8786486831666393e-25   2.9277451006598371e-23   7.7288810090561306e-33   7.5975428558089815e-24   2.5914325344354843e-25   2.7900595030350480e-25   9.4054825701203507e-24   5.4795949425914257e-24   2.8014337948017144e-24   1.5056654242466811e-24   3.2099640327751679e-26   7.2280476730276564e-27   2.6752863471529794e-27   2.3850876464684576e-27   3.4983992643220753e-31   2.6288619677660846e-31   8.8599253445732710e-29
         187       0.0000000544962735   3.9546897211302375e-33   5.7231917943506923e-33   3.8884559602803609e-25   2.9223968271809305e-23   7.7466227101114482e-33   7.6134639742047394e-24   2.5868922278457462e-25   2.7895503215560118e-25   9.4383179517584096e-24   5.4932608600325157e-24   2.8053723181129601e-24   1.5078058712276420e-24   3.2138880587921471e-26   7.2429565856871305e-27   2.6949353626198746e-27   2.4189336147113371e-27   3.5683002271204387e-31   2.6807382075411858e-31   8.9857995390792973e-29
         188       0.0000000548335355   3.9456388229295433e-33   5.7247003214577966e-33   3.8976017063436317e-25   2.9170645080004560e-23   7.7640615667428194e-33   7.6293817673295459e-24   2.5813622948496363e-25   2.7883419410508264e-25   9.4709987411207196e-24   5.5070764949977328e-24   2.8093777321082743e-24   1.5099699250215439e-24   3.2178104080375584e-26   7.2579285578594993e-27   2.7143826526246818e-27   2.4527718221946068e-27   3.6367773112435386e-31   2.7294709527090554e-31   9.1116135550822443e-29
         189       0.0000000551709270   3.9365925539816963e-33   5.7262094180032093e-33   3.9065048765617218e-25   2.9117287039794964e-23   7.7815019964370620e-33   7.6452800880664530e-24   2.5768616591305222e-25   2.7865588553738435e-25   9.5035044126683992e-24   5.5210390885268177e-24   2.8134296943162715e-24   1.5121549958622200e-24   3.2217235417627408e-26   7.2729203765766495e-27   2.7336234296798758e-27   2.4865955410124276e-27   3.7056397195413486e-31   2.7756471093489235e-31   9.2373483434728471e-29
         190       0.0000000555088800   3.9275332172883743e-33   5.7277210155785856e-33   3.9150065933970407e-25   2.9063966887379451e-23   7.7990041602639907e-33   7.6611760990319691e-24   2.5721847557020213e-25   2.7843441802077659e-25   9.5358991960459880e-24   5.5351505857478424e-24   2.8175155210857829e-24   1.5143597534082457e-24   3.2256306391502875e-26   7.2879036095490824e-27   2.7526763098976010e-27   2.5204495663943816e-27   3.7787372024803873e-31   2.8200126652866763e-31   9.3631772723801831e-29
         191       0.0000000558472944   3.9184818501948212e-33   5.7292346649786308e-33   3.9234348723551705e-25   2.9010521618652830e-23   7.8164289605375248e-33   7.6770529855728481e-24   2.5689469745822433e-25   2.7818085692951317e-25   9.5681880090314425e-24   5.5493891339751127e-24   2.8216255689313202e-24   1.5165805505304096e-24   3.2295381152819929e-26   7.3028444415522907e-27   2.7715318616472092e-27   2.5543181353954202e-27   3.8562421440743335e-31   2.8627078182229691e-31   9.4890433625046734e-29
         192       0.0000000561854527   3.9094382726606480e-33   5.7307471553407429e-33   3.9317490988164056e-25   2.8957078682057208e-23   7.8338531539410962e-33   7.6929002996706115e-24   2.5664413223465728e-25   2.7791815087607682e-25   9.6003292627573890e-24   5.5637155645434822e-24   2.8257494407994768e-24   1.5188103923432579e-24   3.2334374183783177e-26   7.3176954183284202e-27   2.7901491774326521e-27   2.5881329762217836e-27   3.9346490322692973e-31   2.9036655463020801e-31   9.6146930851448512e-29
         193       0.0000000565234807   3.9003914792529090e-33   5.7322590478537006e-33   3.9396199200719101e-25   2.8903862598120918e-23   7.8513213974572516e-33   7.7088016129005641e-24   2.5615739792043062e-25   2.7760110747002698e-25   9.6323895724491596e-24   5.5781455585490190e-24   2.8298909701252270e-24   1.5210484163423719e-24   3.2373227737991683e-26   7.3324526078701115e-27   2.8085373287418388e-27   2.6219178582886069e-27   4.0114923689590155e-31   2.9428520132134484e-31   9.7402141368061512e-29
         194       0.0000000568617808   3.8913915606719612e-33   5.7337721443380525e-33   3.9466516611430279e-25   2.8851158420201482e-23   7.8684836298051576e-33   7.7246813035181975e-24   2.5541001301330056e-25   2.7712879211602130e-25   9.6643220605178233e-24   5.5926960333797237e-24   2.8340530644292563e-24   1.5232957964232519e-24   3.2411908192607448e-26   7.3471246138487225e-27   2.8267202379237033e-27   2.6557231934812633e-27   4.0869553188341886e-31   2.9802682233936550e-31   9.8657932382129698e-29
         195       0.0000000571997983   3.8823875374533875e-33   5.7352839682572232e-33   3.9531113078233468e-25   2.8799116112988600e-23   7.8858988070980977e-33   7.7403121996344994e-24   2.5481391501373171e-25   2.7648249730910161e-25   9.6958494386283150e-24   5.6073003573884025e-24   2.8382176670281220e-24   1.5255463956790306e-24   3.2450246192504681e-26   7.3616748321948913e-27   2.8446700135014945e-27   2.6895090828020527e-27   4.1617655314653711e-31   3.0161367406031206e-31   9.9912848409466284e-29
         196       0.0000000575326421   3.8735654465607320e-33   5.7367726423763268e-33   3.9599516423675747e-25   2.8747826060935509e-23   7.9029179824446720e-33   7.7554057576545696e-24   2.5491161270829024e-25   2.7590321362074084e-25   9.7264408240090908e-24   5.6216931409211918e-24   2.8423111043576028e-24   1.5277647188746058e-24   3.2487642875590427e-26   7.3758863438135284e-27   2.8621378900334562e-27   2.7227953440573678e-27   4.2352941088818816e-31   3.0500881866015715e-31   1.0114906798740446e-28
         197       0.0000000578653692   3.8647097214401535e-33   5.7382607822847247e-33   3.9675342898370166e-25   2.8696106090142967e-23   7.9202799206643285e-33   7.7702200127068604e-24   2.5577952626914738e-25   2.7560047163951473e-25   9.7566661284777974e-24   5.6360558522117508e-24   2.8463854568313842e-24   1.5299818005601643e-24   3.2524674580758514e-26   7.3899778948440998e-27   2.8794044079000837e-27   2.7560806776386178e-27   4.3095378724460142e-31   3.0824073760228721e-31   1.0238508998139922e-28
         198       0.0000000582032639   3.8557543025720680e-33   5.7397720184632046e-33   3.9756537003584104e-25   2.8643132568059679e-23   7.9376503402183219e-33   7.7851496391361557e-24   2.5700935422964153e-25   2.7566540607579288e-25   9.7872216786880520e-24   5.6506072867683920e-24   2.8505024941707650e-24   1.5322303944526431e-24   3.2561906557015769e-26   7.4041762021360329e-27   2.8967521919487396e-27   2.7898818129539504e-27   4.3864209371862118e-31   3.1133467768585728e-31   1.0364007776356520e-28
         199       0.0000000585409218   3.8468092545274813e-33   5.7412821767229522e-33   3.9839953494521324e-25   2.8589846600439585e-23   7.9549206480835776e-33   7.8001658815088150e-24   2.5814592544081511e-25   2.7601394213495060e-25   9.8178255077162869e-24   5.6651348049122731e-24   2.8546041558109148e-24   1.5344730836149866e-24   3.2598696775623246e-26   7.4182588163349444e-27   2.9139110233753319e-27   2.8236514783916419e-27   4.4639485035289675e-31   3.1424435246736252e-31   1.0489371572943903e-28
         200       0.0000000588786292   3.8378476942493914e-33   5.7427925354038315e-33   3.9915590691166507e-25   2.8536956386299733e-23   7.9722585204447844e-33   7.8154228598549608e-24   2.5846789420826313e-25   2.7640453790544018e-25   9.8486296747986762e-24   5.6796858511638253e-24   2.8587033756518255e-24   1.5367112585415853e-24   3.2634978800208789e-26   7.4322439471311916e-27   2.9309021315301001e-27   2.8574226239501861e-27   4.5404072908383951e-31   3.1702174562645079e-31   1.0614727623296718e-28
         201       0.0000000592161794   3.8289599285846575e-33   5.7443021711544649e-33   3.9984650631283255e-25   2.8484726246256410e-23   7.9891830603883244e-33   7.8308134938890696e-24   2.5819885174629014e-25   2.7657275921001904e-25   9.8794907684531791e-24   5.6942720273877691e-24   2.8627976949963299e-24   1.5389415516954904e-24   3.2670405093088309e-26   7.4461203636003900e-27   2.9477160651023548e-27   2.8912092486274773e-27   4.6143193171066313e-31   3.1988365880592520e-31   1.0740149455723118e-28
         202       0.0000000595534348   3.8200435214169380e-33   5.7458104712006330e-33   4.0055725886414819e-25   2.8432717032849934e-23   8.0064858661821085e-33   7.8461092674165143e-24   2.5812394532856055e-25   2.7657718002069378e-25   9.9101760627140878e-24   5.7088811165966643e-24   2.8668726393107764e-24   1.5411558403300270e-24   3.2704116796632209e-26   7.4598308594378110e-27   2.9643257365302103e-27   2.9251478250973536e-27   4.6759900752551846e-31   3.2342770842815944e-31   1.0866202286215083e-28
         203       0.0000000598907871   3.8111667646614301e-33   5.7473191848047340e-33   4.0133761380760431e-25   2.8380413173833586e-23   8.0235856052669862e-33   7.8612257023108535e-24   2.5863947125204766e-25   2.7663766532882030e-25   9.9406553317502637e-24   5.7235135770559220e-24   2.8709193408106907e-24   1.5433459563859358e-24   3.2735290022727989e-26   7.4732437420414591e-27   2.9806745430579103e-27   2.9595991248995499e-27   4.6852122708377863e-31   3.2822518644630610e-31   1.0994279434848493e-28
         204       0.0000000602281317   3.8022583129026161e-33   5.7488278435388958e-33   4.0214845242316175e-25   2.8327904668793883e-23   8.0409406526207711e-33   7.8762132356228380e-24   2.5945470745969437e-25   2.7687663412957985e-25   9.9710199430261638e-24   5.7381546456008601e-24   2.8749331467810045e-24   1.5455022865781963e-24   3.2763703603347375e-26   7.4861515001698226e-27   2.9966376685054768e-27   2.9949263150808131e-27   4.5933425548423671e-31   3.3415952556300742e-31   1.1125714308031768e-28
         205       0.0000000605652716   3.7934045844013203e-33   5.7503355636237554e-33   4.0299828775546324e-25   2.8275101650621282e-23   8.0579286376827780e-33   7.8911969262488046e-24   2.6038252808954915e-25   2.7731194168426009e-25   1.0001396935917346e-23   5.7528001597670949e-24   2.8789141977333460e-24   1.5476181283344949e-24   3.2789522740784979e-26   7.4983940971158197e-27   3.0121388739624295e-27   3.0313181695541900e-27   4.4396578675074298e-31   3.4059945235469398e-31   1.1261142941066618e-28
